MMSI,time,lat,lon,vel,cou
413828826-1,61.0,20.121745,130.66333,64.042438,217.117958
413862957-0,61.0,20.871199,131.479813,58.702639,2.909618
413975933-2,61.0,20.222112,130.870108,53.95555,277.915437
413767529-0,62.0,20.05462,130.550215,3.292444,53.299999
413847601-0,62.0,20.224858,130.838057,109.446876,186.295522
413831252-0,64.0,21.021341,131.865321,10.346162,65.487961
413829048-0,64.0,20.182502,130.804212,4.012667,357.200012
413872003-0,64.0,20.24782,130.894552,8.456984,233.876016
413832701-0,65.0,20.023983,130.392992,83.823681,77.18488
413831222-0,65.0,20.075946,130.558946,78.696826,44.622695
413838074-0,66.0,20.375816,131.061584,16.830583,204.101578
413833806-0,66.0,19.972162,130.178941,13.795911,55.862046
413819458-0,66.0,20.238115,130.887633,23.103735,16.417467
413816167-1,66.0,20.383203,131.085374,24.976522,340.88143
413833582-0,67.0,20.795521,131.477393,21.93235,3.785917
413950335-0,68.0,20.973051,131.69793,139.953506,319.547648
413995705-0,68.0,20.100174,129.949403,42.346576,272.205982
413816585-1,69.0,20.205321,130.812505,26.010678,285.878805
413849489-0,70.0,20.167086,130.784314,89.064298,289.7816
413831025-0,71.0,20.089185,130.603306,43.502585,78.705315
413828202-0,71.0,20.11602,130.640019,6.832657,197.765936
413818348-2,71.0,20.117609,130.63411,3.264492,215.034889
413830492-0,72.0,20.237058,130.8909,11.48333,327.374283
413820657-0,73.0,19.974337,130.15516,4.784333,107.400002
413971255-0,73.0,20.072457,130.576167,18.850414,12.703889
413820739-0,73.0,20.717296,131.195439,80.056396,299.52279
413768853-0,74.0,20.676725,131.134367,29.120766,56.631268
413829163-0,74.0,19.897091,130.397211,66.271688,49.704263
413793098-0,75.0,19.723132,130.35035,28.854049,275.801845
413966124-0,77.0,20.122039,129.704594,29.973051,50.767553
413761094-0,77.0,20.074052,130.57547,58.334274,159.487967
413836097-1,77.0,20.076823,130.560357,7.623229,124.352345
413812387-1,79.0,20.303677,130.988452,3.601111,58.099998
413793083-0,80.0,20.155242,130.775656,40.086306,163.18025
413825975-1,81.0,20.510973,131.170254,6.944554,154.041886
413981343-0,81.0,20.307224,131.001629,29.014433,8.704185
413825122-0,81.0,21.009175,131.848388,110.656579,73.002886
413819255-0,81.0,19.932015,130.414791,151.250657,169.231496
413769754-1,83.0,20.041664,130.514426,21.733016,241.17512
413984116-0,84.0,19.963576,130.194808,22.870796,310.037258
413995829-0,85.0,20.424826,131.127003,24.755937,64.752556
413773372-0,85.0,20.274878,130.921747,3.086667,55.400002
413835021-1,86.0,20.36025,131.054764,50.441231,351.882531
413828988-0,86.0,19.9306,130.429441,88.342493,336.611465
413834879-0,87.0,20.005918,130.481262,14.36975,47.799279
413832862-0,88.0,20.010587,130.467868,4.097603,205.619424
413813587-0,88.0,20.024552,130.056681,37.15683,71.531114
413844203-0,88.0,20.981529,131.783492,1.230697,154.58749
413834812-0,88.0,20.751261,131.355049,9.062869,261.135838
413834444-1,89.0,20.228265,130.87567,7.187897,89.272758
413829048-0,89.0,20.18341,130.804207,4.064111,3.2
413802169-0,90.0,20.984197,131.776987,3.086667,63.700001
413862957-0,91.0,20.879329,131.480256,53.807257,161.751687
413847601-0,92.0,20.209772,130.836284,159.49409,359.66834
413828826-1,92.0,20.114427,130.657432,36.397682,46.859089
413807647-1,93.0,20.215556,130.835714,13.561851,347.931005
413843862-1,93.0,20.169062,130.787912,80.430419,161.452772
413994894-1,94.0,20.191445,130.803798,71.892719,31.764209
413863047-0,94.0,19.97793,130.224277,2.932333,246.899994
413832701-0,94.0,20.026475,130.404654,25.792367,296.78614
413975933-2,94.0,20.223245,130.861421,26.62844,231.343009
413971255-0,95.0,20.074327,130.576615,27.728161,178.622452
413843722-0,95.0,20.875593,131.480375,3.138111,27.9
413833806-0,96.0,19.973236,130.180625,96.643691,84.694404
413822886-0,96.0,20.171003,130.805104,69.953711,286.405278
413820739-0,96.0,20.72149,131.187521,115.370314,94.679744
413831222-0,96.0,20.083972,130.567381,51.322061,250.620447
413762068-0,98.0,20.09557,129.785687,13.641413,227.14251
413995705-0,98.0,20.1004,129.943154,29.151165,82.525893
413816585-1,99.0,20.206308,130.808808,61.268608,216.126669
413950335-0,99.0,20.988311,131.683993,70.872335,136.197652
413831025-0,101.0,20.090366,130.609605,20.922571,356.2527
413849489-0,101.0,20.171405,130.77152,11.663603,111.20213
413806634-1,102.0,20.142022,130.691315,26.842583,326.912564
413813299-0,102.0,20.258613,130.902071,130.494924,111.318164
413767529-0,102.0,20.055288,130.55129,3.292444,54.700001
413809956-0,103.0,20.933675,131.575786,16.296542,164.324609
413847388-0,103.0,19.994887,130.262658,1.440444,245.300003
413788593-0,103.0,20.271076,130.917725,3.841278,50.217737
413830492-0,103.0,20.238444,130.889955,17.977755,73.302392
413818348-2,103.0,20.117214,130.633814,38.01512,19.812488
413768853-0,103.0,20.678872,131.137852,40.839841,347.86627
413829163-0,104.0,19.903034,130.404666,28.836187,240.764265
413793098-0,105.0,19.723536,130.346121,4.750139,20.134852
413998763-1,106.0,20.077485,130.595755,34.233534,11.627967
413761094-0,107.0,20.066475,130.578488,25.995906,305.041676
413836097-1,107.0,20.076227,130.561287,88.753633,7.898532
413966124-0,107.0,20.124668,129.708023,26.877712,247.324433
413995382-1,108.0,20.428968,131.114406,11.289632,221.472427
413819255-0,108.0,19.91347,130.418542,138.810104,6.031773
413820657-0,111.0,19.973817,130.156945,4.784333,109.5
413793083-0,111.0,20.149743,130.777427,18.137466,43.811936
413825122-0,111.0,21.01366,131.864109,13.736133,76.399688
413961012-0,111.0,20.371256,131.041356,58.568749,114.00292
413834207-0,112.0,20.007232,130.28657,4.867534,75.581742
413769754-1,113.0,20.040211,130.511615,18.393535,71.053829
413981343-0,113.0,20.311466,131.002321,8.203465,85.071136
413833582-0,115.0,20.800376,131.477737,18.508509,252.626411
413819152-0,115.0,21.072077,131.963327,3.909778,36.799999
413835021-1,116.0,20.367175,131.05371,100.967146,173.346709
413843722-0,116.0,20.876153,131.480653,3.138111,29.0
413828988-0,116.0,19.941844,130.424267,102.091689,195.628647
413780309-0,116.0,20.096648,130.605406,131.729991,174.432765
413832862-0,117.0,20.010092,130.467615,14.459686,175.254571
413844249-0,118.0,20.301325,130.93162,22.200574,206.613114
413834812-0,118.0,20.751067,131.353721,27.290484,87.292165
413813206-0,118.0,20.496967,131.16112,5.041555,33.5
413813587-0,118.0,20.026185,130.061883,24.919325,232.827952
413777719-0,118.0,20.495728,131.160251,34.433528,113.389388
413812387-1,120.0,20.30448,130.98978,3.601111,57.099998
413832653-2,121.0,20.4979,131.161251,10.787995,249.338404
413862957-0,122.0,20.872007,131.48284,28.912909,231.04379
413807647-1,123.0,20.217395,130.835295,19.109716,59.528327
413828826-1,123.0,20.117994,130.661485,36.868095,140.185454
413847601-0,123.0,20.232627,130.836143,26.528537,193.717437
413843862-1,123.0,20.158488,130.791691,32.741036,355.110768
413994894-1,124.0,20.199921,130.80939,21.914383,209.983317
413872003-0,124.0,20.246438,130.892533,9.863498,302.58824
413829048-0,125.0,20.184748,130.804427,4.064111,9.8
413975933-2,125.0,20.220862,130.858245,8.410094,57.214767
413831252-0,125.0,21.022551,131.868164,40.992525,261.031129
413863047-0,126.0,19.977587,130.223392,2.880889,247.100006
413832701-0,126.0,20.028195,130.401029,42.662901,261.659896
413822886-0,126.0,20.173743,130.79519,12.212097,178.799639
413833806-0,126.0,19.974474,130.194824,34.201309,252.361187
413995705-0,128.0,20.100926,129.947422,8.357508,288.858711
413856062-0,128.0,20.497882,131.161296,25.964843,158.296847
413831222-0,128.0,20.081453,130.559756,86.53735,155.968265
413816585-1,129.0,20.199445,130.803471,58.085764,153.469194
413855608-1,129.0,20.217604,130.871324,171.084053,273.14361
413825122-0,131.0,21.013958,131.865431,20.834619,341.232302
413849722-0,131.0,20.104469,130.627607,11.525863,100.482209
413831025-0,131.0,20.093261,130.609403,8.809748,15.790182
413773372-0,131.0,20.275598,130.922955,3.138111,56.0
413999116-1,131.0,20.356235,131.039804,3.714224,180.13276
413809956-0,132.0,20.931572,131.576418,49.806055,72.045321
413806634-1,132.0,20.145141,130.68915,72.635397,257.06582
413767529-0,133.0,20.055798,130.552122,3.292444,54.700001
413830492-0,133.0,20.23916,130.8925,14.934058,70.072088
413788593-0,133.0,20.271416,130.918161,14.150136,232.369667
413847388-0,133.0,19.994722,130.262213,1.491889,246.399994
413806026-0,134.0,20.286161,130.93996,16.324752,130.237683
413813299-0,134.0,20.251594,130.921238,206.212499,281.445992
413829163-0,134.0,19.901081,130.400955,49.248924,171.4373
413768853-0,134.0,20.684594,131.136537,17.44007,85.277163
413762068-0,134.0,20.094026,129.783915,9.090161,326.457849
413793098-0,135.0,19.724154,130.346362,24.559531,203.919882
413818348-2,135.0,20.122504,130.635844,17.319349,189.845052
413820739-0,135.0,20.719792,131.209684,135.172573,240.874963
413777448-1,137.0,20.217391,130.850806,5.42919,283.442524
413836097-1,137.0,20.088418,130.563088,39.1727,151.608437
413761094-0,137.0,20.068545,130.575345,17.904121,359.570247
413966124-0,137.0,20.123231,129.70436,47.875257,110.240233
413819458-0,138.0,20.245491,130.88995,20.088451,159.390213
413819255-0,138.0,19.932613,130.420694,15.163926,216.777182
413995382-1,138.0,20.427795,131.1133,5.465846,282.254744
413980123-0,139.0,20.313213,130.967687,28.671429,164.399205
413981343-0,144.0,20.311567,131.00357,10.381419,11.812662
413793744-0,145.0,20.07626,130.552522,16.104579,178.628874
413833582-0,145.0,20.79961,131.475117,16.233478,303.550987
413820657-0,145.0,19.973262,130.158537,4.681445,112.0
413971406-0,145.0,19.929071,130.419246,6.73565,75.211613
413828988-0,146.0,19.92821,130.42021,13.717366,110.55351
413835021-1,147.0,20.352804,131.055498,65.336575,352.975828
413777719-0,147.0,20.493896,131.164774,41.757471,319.417289
413780309-0,148.0,20.077254,130.607419,141.025067,358.493356
413813206-0,148.0,20.498127,131.16196,5.093,32.299999
413834879-0,148.0,20.008639,130.484456,59.663964,272.145573
413856062-0,149.0,20.49554,131.162291,37.980284,359.751722
413855608-1,150.0,20.218514,130.853653,60.419304,85.712965
413802169-0,151.0,20.984923,131.778733,3.086667,65.0
413831222-0,151.0,20.07305,130.563745,36.403387,239.153967
413828826-1,152.0,20.114197,130.664855,15.342877,5.544261
413862957-0,152.0,20.869486,131.479503,163.866145,8.506408
413872003-0,154.0,20.247174,130.891305,1.364357,177.688965
413831252-0,154.0,21.021694,131.862349,11.156503,102.053704
413820143-0,154.0,20.231191,130.881875,6.397071,268.350187
413843722-0,155.0,20.87712,131.481318,3.189556,26.9
413781485-2,155.0,20.326955,131.002717,11.381258,225.362798
413834812-0,156.0,20.751294,131.358842,58.860474,271.53038
413829048-0,156.0,20.185807,130.80472,4.064111,14.3
413833806-0,156.0,19.973037,130.190015,23.8647,81.458376
413863047-0,157.0,19.977258,130.222503,2.880889,246.800003
413832701-0,157.0,20.027308,130.394591,23.503353,162.632804
413950335-0,159.0,20.974124,131.698564,75.386842,249.615156
413849722-0,161.0,20.104179,130.62928,28.694904,326.010241
413787335-0,162.0,20.082373,130.567236,3.36654,220.126467
413767529-0,162.0,20.056307,130.552948,3.241,54.599998
413809956-0,162.0,20.933701,131.583453,13.005313,37.413794
413971255-0,163.0,20.065614,130.576838,6.224878,56.686809
413830492-0,163.0,20.239866,130.894575,50.976068,152.13368
413820739-0,163.0,20.711276,131.193345,29.527753,109.112753
413788593-0,163.0,20.270218,130.916505,11.776304,143.681677
413829163-0,164.0,19.894328,130.402036,21.947758,29.067687
413793098-0,165.0,19.721041,130.344895,8.102591,133.273617
413813299-0,166.0,20.257645,130.889371,120.564481,85.189827
413966124-0,167.0,20.120934,129.710994,13.472109,299.064306
413761094-0,167.0,20.071028,130.575325,93.708213,128.6496
413819299-0,167.0,20.297473,130.970385,15.211979,170.990098
413816585-1,168.0,20.190076,130.808455,26.422707,328.535268
413832653-2,168.0,20.497073,131.158909,8.828523,261.103396
413995382-1,168.0,20.427956,131.112509,9.87324,23.499349
413819458-0,169.0,20.242796,130.89103,32.815523,10.063412
413813206-0,169.0,20.498945,131.162577,5.093,360.0
413825975-1,171.0,20.508375,131.171604,18.948251,13.570628
413820657-0,175.0,19.97283,130.15988,4.784333,110.099998
413995829-0,175.0,20.429218,131.136944,26.675456,331.944626
413981343-0,175.0,20.313024,131.003895,13.830581,109.505649
413833582-0,175.0,20.800854,131.47311,80.964765,211.512353
413780309-0,176.0,20.095501,130.606908,22.346785,160.972195
413773372-0,177.0,20.276313,130.924152,3.035222,56.0
413835021-1,177.0,20.361797,131.054316,15.263521,358.841635
413777719-0,177.0,20.498294,131.160752,65.875184,263.740391
413832862-0,177.0,20.006095,130.467968,13.501771,83.768034
413844249-0,178.0,20.29582,130.928679,0.929261,243.860184
413813587-0,178.0,20.022009,130.056021,23.986091,105.771237
413834444-1,179.0,20.228303,130.878857,20.475652,302.823283
413998763-1,179.0,20.0888,130.598235,21.993461,135.881395
413793083-0,180.0,20.153918,130.781693,5.838042,230.589166
413829048-0,180.0,20.186618,130.805005,3.909778,18.6
413976965-0,181.0,20.031897,130.497567,21.403702,74.91894
413828826-1,181.0,20.116245,130.665067,46.650513,299.373319
413856062-0,181.0,20.501158,131.162265,10.971145,327.479131
413862957-0,182.0,20.89196,131.483101,126.529611,183.238586
413807647-1,183.0,20.220083,130.840163,11.886186,80.708574
413844203-0,183.0,20.981041,131.783741,21.454033,39.499335
413830207-0,183.0,20.155392,130.760553,22.003242,191.974715
413994894-1,183.0,20.194745,130.806208,21.787242,160.339228
413961012-0,186.0,20.362995,131.061141,12.141961,343.630347
413833806-0,186.0,19.973529,130.193497,34.215078,216.691428
413950341-0,187.0,20.056234,130.542614,10.868116,353.951777
413863047-0,188.0,19.976893,130.221718,2.829444,248.399994
413761094-0,188.0,20.065346,130.582889,42.92795,329.331966
413950335-0,188.0,20.970603,131.688419,41.293458,60.936646
413995705-0,188.0,20.101675,129.945087,54.00233,271.205353
413832701-0,189.0,20.02399,130.395696,31.363363,58.501135
413834812-0,190.0,20.75154,131.348953,102.794837,94.16678
413828202-0,191.0,20.11241,130.638787,30.90688,63.666149
413843862-1,191.0,20.168742,130.790757,30.434307,212.862985
413849722-0,191.0,20.107478,130.626911,25.234092,47.923927
413806634-1,192.0,20.140631,130.668237,137.347581,88.525106
413762068-0,192.0,20.096057,129.782481,37.127264,270.707154
413767529-0,193.0,20.056852,130.553798,3.292444,53.400002
413788593-0,193.0,20.268902,130.917536,38.5954,351.795653
413830492-0,193.0,20.233617,130.898096,42.885124,19.079472
413831222-0,193.0,20.069426,130.557285,15.390166,303.112252
413847388-0,194.0,19.994477,130.261317,1.491889,255.600006
413829163-0,194.0,19.896988,130.403609,22.969806,263.732344
413768853-0,194.0,20.684992,131.14169,8.936763,200.38435
413838074-0,195.0,20.366655,131.057212,16.814735,192.317189
413818348-2,195.0,20.117771,130.634969,77.079138,356.326952
413836097-1,196.0,20.079019,130.568496,26.214901,205.94716
413777448-1,197.0,20.217741,130.849245,49.049755,157.201509
413819299-0,198.0,20.29532,130.970749,16.349766,63.097871
413995382-1,198.0,20.429211,131.113092,33.245417,331.83745
413980123-0,199.0,20.305554,130.969968,48.61148,229.022718
413813299-0,199.0,20.259186,130.908906,35.546739,254.49347
413834879-0,199.0,20.009165,130.469497,16.422052,9.599085
413816764-1,200.0,20.296763,130.947031,47.228262,80.473523
413966124-0,200.0,20.121932,129.709081,10.26686,192.840432
413825975-1,201.0,20.51093,131.172263,4.322542,218.631285
413825122-0,201.0,21.020342,131.863107,36.763151,51.265384
413780288-1,203.0,20.118209,130.660996,26.32982,352.764329
413816585-1,203.0,20.193722,130.806077,70.209328,310.600931
413769754-1,204.0,20.042723,130.519405,25.295866,280.386362
413984116-0,204.0,19.971736,130.184473,67.966614,121.824707
413820657-0,205.0,19.972418,130.161285,4.784333,108.099998
413981343-0,205.0,20.312383,131.005823,3.860688,84.230536
413833582-0,205.0,20.791282,131.466832,21.490631,114.241079
413777719-0,207.0,20.497297,131.151057,23.276277,90.427283
413844249-0,208.0,20.295763,130.928556,4.427296,12.679901
413834444-1,209.0,20.229842,130.876314,10.467419,138.996499
413819255-0,211.0,19.928514,130.417435,63.876179,187.163058
413802169-0,211.0,20.985613,131.78052,3.086667,66.099998
413862957-0,212.0,20.874441,131.48204,13.440797,208.865889
413828826-1,212.0,20.119523,130.658863,76.860982,103.38685
413793083-0,212.0,20.153369,130.780982,18.532755,6.610997
413856062-0,213.0,20.502527,131.161334,29.302476,141.904532
413830207-0,213.0,20.152407,130.759879,14.890804,282.846558
413872003-0,214.0,20.246796,130.891321,17.226506,311.366681
413843722-0,214.0,20.878658,131.482282,3.241,29.1
413847601-0,214.0,20.221786,130.833323,104.34558,355.576416
413833806-0,216.0,19.969724,130.190481,35.908815,324.463783
413831222-0,218.0,20.070397,130.555699,33.836556,77.331755
413835021-1,218.0,20.364689,131.054254,65.540607,108.790993
413863047-0,218.0,19.97663,130.220893,2.829444,249.899994
413790669-0,218.0,19.837905,130.378631,20.901809,220.279145
413995705-0,219.0,20.101837,129.936848,6.196506,273.630447
413834812-0,220.0,20.750504,131.364156,9.666598,113.524895
413777428-0,220.0,20.138579,130.693615,15.278121,300.447176
413995829-0,221.0,20.434224,131.134097,58.942986,46.590924
413831025-0,221.0,20.096788,130.610465,21.365975,323.639269
413828202-0,221.0,20.114312,130.642878,38.62407,238.157211
413855608-1,221.0,20.219995,130.874725,16.63952,280.945131
413806634-1,222.0,20.14112,130.688518,27.793179,255.488536
413762068-0,222.0,20.096121,129.776999,51.533133,112.150921
413788593-0,223.0,20.2742,130.916722,15.968233,160.181314
413830492-0,223.0,20.239237,130.900168,10.356674,162.674313
413971255-0,223.0,20.066562,130.578374,29.996635,20.408839
413806026-0,225.0,20.281725,130.945549,50.163103,240.827621
413818348-2,225.0,20.128438,130.63424,109.295152,165.51945
413975933-2,225.0,20.222967,130.861728,38.131644,261.684624
413843862-1,225.0,20.164724,130.787992,22.679025,117.725145
413767529-0,225.0,20.05742,130.554662,3.241,52.700001
413831252-0,226.0,21.020919,131.866239,49.544508,84.098754
413793098-0,226.0,19.719475,130.346662,25.687574,290.463675
413966124-0,227.0,20.120683,129.708777,43.529841,134.694066
413761094-0,227.0,20.072003,130.578686,5.870224,326.229334
413836097-1,227.0,20.075641,130.566746,70.128394,176.192394
413777448-1,227.0,20.21147,130.852054,49.632731,333.164382
413832653-2,228.0,20.496695,131.156327,3.983522,17.276056
413995382-1,228.0,20.433276,131.11077,44.084778,174.058726
413819299-0,229.0,20.29638,130.972976,12.132075,103.963472
413980123-0,229.0,20.301133,130.964541,14.235569,243.977082
413849722-0,229.0,20.110448,130.630415,13.683203,154.432677
413781485-2,230.0,20.324183,130.999723,22.889805,117.161129
413773372-0,230.0,20.277162,130.925585,3.035222,56.799999
413813299-0,230.0,20.257824,130.903674,43.27676,322.988522
413816585-1,231.0,20.199636,130.798725,18.777847,72.593768
413984116-0,234.0,19.966766,130.192994,20.261945,210.782054
413819152-0,234.0,21.07549,131.966122,3.806889,29.799999
413981343-0,234.0,20.312435,131.006372,33.252976,354.248642
413820657-0,235.0,19.972062,130.162802,4.732889,104.5
413833582-0,235.0,20.790058,131.469739,54.876843,10.14537
413836097-1,239.0,20.07176,130.567021,53.5063,164.031725
413802169-0,240.0,20.985957,131.781427,3.086667,66.300003
413862957-0,242.0,20.872809,131.481077,154.149852,6.919799
413793083-0,242.0,20.155922,130.781297,16.029434,152.32928
413773148-1,243.0,20.346904,131.045728,3.523652,93.386932
413847601-0,244.0,20.236213,130.832133,14.448542,192.116675
413830207-0,244.0,20.152881,130.757663,12.804031,89.170569
413872003-0,244.0,20.248375,130.88941,3.027268,43.489061
413843722-0,244.0,20.879428,131.482777,3.241,27.0
413856062-0,245.0,20.499116,131.164189,36.527143,352.628291
413828826-1,245.0,20.116808,130.67101,10.055239,318.37331
413849489-0,245.0,20.168597,130.779231,4.931542,170.392987
413816167-1,246.0,20.402838,131.078112,101.688069,183.696517
413828988-0,246.0,19.925984,130.426526,46.1764,311.433496
413820143-0,246.0,20.231112,130.878977,15.476611,61.151158
413829163-0,246.0,19.896385,130.397772,7.845513,250.156891
413833806-0,246.0,19.973776,130.187401,64.174619,111.020637
413832701-0,247.0,20.028383,130.403327,24.802187,107.921023
413844203-0,247.0,20.985939,131.788065,7.228728,230.514237
413835021-1,248.0,20.361761,131.063432,67.736635,234.537799
413831222-0,248.0,20.071426,130.560573,63.668311,69.096019
413863047-0,248.0,19.976378,130.220068,2.829444,250.100006
413829048-0,248.0,20.18883,130.806027,3.806889,23.200001
413812387-1,248.0,20.306873,130.993862,3.704,55.400002
413777719-0,249.0,20.497263,131.155882,65.05199,62.888471
413834812-0,250.0,20.749969,131.365471,34.874239,284.387213
413950335-0,250.0,20.976352,131.699498,57.10584,130.396364
