MMSI,time,lat,lon,vel,cou
311295000-1,322.0,20.116587,129.780157,9.311444,91.099998
244740273-0,322.0,19.839847,130.875356,36.794989,279.99017
244690991-0,339.0,20.119421,131.360096,9.4931,325.934031
376532000-1,343.0,20.096509,131.53944,4.49175,281.108154
564469000-0,345.0,20.102402,131.025159,8.176763,31.274729
226014010-0,346.0,19.834326,130.866731,39.184064,316.634037
205524890-0,346.0,19.733645,130.749296,39.417184,163.590359
209341000-0,347.0,19.959847,131.060532,19.748542,0.629146
244146000-0,348.0,20.165555,130.701022,7.099333,262.0
636015619-1,351.0,20.09483,129.898347,75.782696,36.114069
431073000-0,357.0,20.718209,130.552779,34.540753,285.819061
205437690-0,358.0,19.844466,130.916646,16.109056,260.390897
205461590-0,358.0,19.982221,131.05987,9.47465,190.396871
248730000-1,359.0,20.159061,131.279523,17.913732,167.165933
209216000-0,361.0,20.189436,130.818067,33.548206,282.920884
255806192-1,367.0,20.155602,130.93748,7.716667,320.600006
226013770-0,368.0,19.989506,131.058232,12.653951,150.571056
205482190-0,369.0,19.849161,130.900997,48.694631,273.573854
236111857-0,369.0,20.091473,131.074203,10.878753,215.868041
215647000-0,371.0,20.011097,131.583634,0.746729,341.873486
244169000-1,375.0,20.157857,130.804428,85.351168,74.323394
205414190-0,375.0,20.110421,131.141132,8.646816,146.232212
311295000-1,379.0,20.11649,129.788053,9.26,91.5
440371000-0,388.0,20.028797,131.497873,0.0,187.199997
205507390-0,394.0,19.865078,130.988595,24.357719,166.809499
244740273-0,396.0,19.84203,130.862178,21.400659,210.306821
212935000-0,396.0,20.130922,131.305252,17.019997,315.441315
564469000-0,404.0,20.104308,131.026392,27.070082,140.555019
248730000-1,405.0,20.155347,131.280424,17.640393,190.771603
271002541-1,406.0,19.905003,131.580764,5.72112,179.671329
253336000-0,410.0,20.185332,131.226608,5.144444,234.199997
247039400-0,410.0,20.123937,129.958667,14.364911,89.585638
215481000-1,414.0,20.074858,131.067583,13.104827,349.819673
431073000-0,414.0,20.72069,130.543417,54.685329,116.987231
205205790-1,415.0,19.750324,131.096007,19.613891,175.617068
205524890-0,418.0,19.72106,130.753233,15.186352,22.803458
244169000-1,419.0,20.162547,130.822233,18.369852,254.494531
209216000-0,428.0,20.191759,130.807277,17.098256,58.754404
244690991-0,429.0,20.122692,131.35774,58.261351,293.699662
226014010-0,429.0,19.845255,130.855757,58.055183,91.731347
205482190-0,430.0,19.850016,130.886428,3.624282,262.883848
205437690-0,430.0,19.843571,130.911026,16.816965,270.538958
205414190-0,440.0,20.108261,131.14267,29.753106,166.298868
636015619-1,447.0,20.121996,129.919456,18.400421,198.910702
267210161-1,450.0,20.249385,130.878772,1.852,62.799999
440371000-0,451.0,20.028808,131.497902,0.0,187.199997
311295000-1,455.0,20.116392,129.796805,9.208555,90.900002
255806192-1,464.0,20.160115,130.931427,7.819556,319.200012
205507390-0,465.0,19.857295,130.990535,6.575753,1.809921
244650976-0,466.0,19.844208,130.828673,2.675111,279.100006
209210000-2,467.0,20.174977,131.221905,5.401667,22.200001
564469000-0,467.0,20.09822,131.031725,30.756859,37.340093
244740273-0,467.0,19.835966,130.85841,12.59957,134.762554
244690991-0,475.0,20.127671,131.345659,9.337646,320.514745
247039400-0,482.0,20.123972,129.963758,22.082123,74.273673
205524890-0,483.0,19.725267,130.755112,23.592888,18.572614
244169000-1,483.0,20.161094,130.816655,14.339863,37.141571
253336000-0,484.0,20.183123,131.22283,5.041555,219.800003
376532000-1,489.0,20.097093,131.536273,3.227867,134.246358
248730000-1,490.0,20.148538,131.279044,10.045601,150.543233
566879000-0,492.0,20.103883,131.50957,15.644881,256.952922
209216000-0,493.0,20.194423,130.811957,20.46763,281.181605
431073000-0,494.0,20.711512,130.562683,15.673473,247.526518
352335000-1,495.0,20.156814,130.635006,21.765438,87.878831
205414190-0,499.0,20.100378,131.144716,20.287145,60.122327
248655000-0,499.0,20.163863,130.514763,20.016224,101.358665
205205790-1,504.0,19.742279,131.096662,27.740885,262.646989
205437690-0,509.0,19.843628,130.904498,10.063505,314.841558
226014010-0,514.0,19.844564,130.879996,21.10799,269.395474
636015619-1,515.0,20.116524,129.91746,20.24836,91.939499
205461590-0,516.0,19.975415,131.058542,6.849442,276.261965
209341000-0,522.0,19.975822,131.060719,29.835575,210.870127
244146000-0,523.0,20.164172,130.682702,6.996444,263.0
212935000-0,525.0,20.138153,131.297668,14.081745,340.403078
244096000-2,525.0,20.201927,130.798674,3.516448,125.484141
253336000-0,528.0,20.180905,131.220282,5.041555,211.5
255806192-1,528.0,20.16333,130.92698,7.922444,319.5
256600000-0,535.0,20.030579,131.502031,2.152971,4.320102
215481000-1,535.0,20.082072,131.066204,2.127574,64.749492
244740273-0,536.0,19.833136,130.861443,45.097295,327.35328
564469000-0,545.0,20.107037,131.038888,29.61088,159.301706
236111857-0,545.0,20.084301,131.068681,8.17895,70.837545
566879000-0,560.0,20.102773,131.504468,6.778344,136.362479
215647000-0,566.0,20.011736,131.583411,4.616675,270.013995
311295000-1,571.0,20.116112,129.81237,8.899889,91.599998
205414190-0,572.0,20.103788,131.151037,28.017123,34.454407
255806192-1,574.0,20.166548,130.922363,8.076777,316.200012
205524890-0,580.0,19.735294,130.758691,43.359745,205.260988
636015619-1,584.0,20.116305,129.924334,48.148119,349.641643
440371000-0,589.0,20.02878,131.497902,0.0,187.199997
244096000-2,589.0,20.201323,130.799576,10.956006,103.004675
205205790-1,591.0,19.740851,131.084907,12.97903,304.148578
205461590-0,592.0,19.975677,131.055997,10.998178,163.408256
255806519-0,597.0,20.0163,131.591233,0.0,23.0
247039400-0,597.0,20.127153,129.975793,4.660937,295.811911
244650976-0,601.0,19.844732,130.823332,2.675111,278.299988
226013770-0,601.0,19.977635,131.065357,22.884492,224.288458
205417000-1,605.0,20.093476,131.073159,5.748386,0.391455
248730000-1,605.0,20.143888,131.281841,6.002621,126.723758
244110352-0,609.0,20.128892,131.367621,33.238459,244.433739
431073000-0,613.0,20.708216,130.554166,15.31575,146.34393
564469000-0,618.0,20.09769,131.042648,37.900029,53.398706
244740273-0,619.0,19.847705,130.85152,10.707494,211.008373
636015619-1,630.0,20.126376,129.922374,16.134301,130.22106
311295000-1,632.0,20.115975,129.820202,8.951333,91.5
267210161-1,634.0,20.25101,130.882927,2.417889,52.299999
205437690-0,636.0,19.847794,130.900044,3.809781,206.187344
212935000-0,643.0,20.145389,131.294924,18.063065,18.399017
244169000-1,646.0,20.169707,130.823605,44.228057,71.749386
205524890-0,652.0,19.722243,130.752149,17.870562,26.655943
205461590-0,657.0,19.97251,131.057001,7.365957,188.417642
440371000-0,658.0,20.028813,131.49786,0.0,187.199997
209341000-0,663.0,19.95913,131.050104,25.198497,6.613327
248730000-1,670.0,20.14281,131.283381,4.388416,353.971307
244110352-0,673.0,20.124649,131.358173,29.829324,332.979349
566879000-0,674.0,20.100188,131.507093,3.720192,332.02704
564469000-0,677.0,20.103852,131.051485,10.319313,137.81897
244090082-0,678.0,20.25102,131.301668,10.817016,107.022436
205414190-0,686.0,20.115962,131.159933,8.320066,113.636811
244169000-1,694.0,20.17278,130.833533,10.712451,33.354183
352335000-1,695.0,20.157557,130.656427,19.699886,54.494931
226013770-0,697.0,19.970366,131.057812,22.185321,344.894493
244096000-2,711.0,20.199933,130.805991,27.270247,100.211657
209216000-0,714.0,20.198477,130.7901,25.621702,104.420418
209210000-2,715.0,20.184852,131.233332,5.247334,56.400002
226014010-0,717.0,19.844354,130.85894,14.32852,215.59711
271002541-1,722.0,19.896646,131.580815,4.723866,42.98006
247039400-0,724.0,20.128344,129.973169,8.160201,247.73079
205507390-0,727.0,19.865255,130.990802,2.305383,124.91606
253336000-0,729.0,20.172853,131.214355,5.401667,200.199997
244110352-0,731.0,20.131773,131.354304,21.805777,343.36361
564469000-0,735.0,20.101802,131.053463,38.359122,139.234845
431073000-0,736.0,20.700967,130.559325,15.168125,209.84837
376532000-1,736.0,20.094522,131.539084,2.624482,118.979436
255806192-1,739.0,20.171073,130.90657,7.819556,275.899994
209341000-0,744.0,19.968502,131.05126,25.851607,358.58077
215647000-0,748.0,20.011737,131.579277,3.507415,104.971881
352335000-1,749.0,20.160413,130.660691,37.49768,85.53153
205461590-0,751.0,19.969344,131.056502,6.550521,6.506677
205414190-0,751.0,20.114959,131.162372,15.749146,87.891209
205205790-1,754.0,19.74634,131.076308,2.090984,190.906381
244169000-1,764.0,20.175675,130.835564,25.049597,50.063439
226013770-0,765.0,19.977098,131.055879,15.908178,177.983043
215481000-1,770.0,20.083058,131.068429,16.247494,207.64036
236111857-0,773.0,20.08713,131.077351,18.589749,232.927695
244690991-0,775.0,20.137665,131.336889,19.996899,327.920612
255806519-0,780.0,20.016317,131.591233,0.0,23.0
244740273-0,780.0,19.840874,130.847156,20.316709,326.511892
205417000-1,781.0,20.098152,131.073193,8.112692,114.959711
205437690-0,788.0,19.845392,130.898788,21.61036,262.319668
253336000-0,793.0,20.170068,131.212793,5.504556,198.899994
244110352-0,795.0,20.137954,131.352336,17.756403,100.871913
564469000-0,800.0,20.093073,131.061477,37.525831,15.369836
431073000-0,805.0,20.696771,130.556751,16.501096,237.054795
205414190-0,816.0,20.115133,131.167408,10.258134,72.542084
244169000-1,821.0,20.179912,130.840955,7.040381,314.70387
212935000-0,821.0,20.159492,131.299921,33.336112,296.376589
205205790-1,825.0,19.745666,131.07617,16.968643,282.294501
244850094-1,828.0,19.837593,130.99136,4.092997,312.150596
248730000-1,830.0,20.146038,131.283018,36.041009,150.240417
215481000-1,830.0,20.079066,131.066203,1.992703,138.54312
244090082-0,833.0,20.248751,131.309567,29.098473,294.282347
244690991-0,834.0,20.142286,131.333803,12.872811,266.288468
209341000-0,834.0,19.979254,131.050976,3.758285,41.998059
209216000-0,837.0,20.194848,130.805133,46.631709,288.997529
376532000-1,837.0,20.093928,131.540225,11.109988,282.886892
244740273-0,842.0,19.845731,130.84374,3.891219,22.246822
205461590-0,844.0,19.972142,131.056842,6.659737,202.470616
440371000-0,848.0,20.028803,131.497907,0.0,187.199997
271002541-1,848.0,19.898659,131.58281,3.83639,303.377691
253336000-0,853.0,20.167227,131.211262,5.607444,199.0
244110352-0,855.0,20.137025,131.357488,6.775901,308.964305
564469000-0,860.0,20.103108,131.064414,23.674915,95.514653
247039400-0,868.0,20.126286,129.967815,49.824089,77.176184
244096000-2,868.0,20.196423,130.826744,199.061566,269.464249
205482190-0,869.0,19.849105,130.878669,7.558593,162.040544
205437690-0,872.0,19.844271,130.889948,19.982019,116.549112
244169000-1,874.0,20.181125,130.839649,17.580267,99.655906
212935000-0,877.0,20.163325,131.291685,48.411016,75.599512
636015619-1,879.0,20.114384,129.937474,17.383328,358.202153
244090082-0,882.0,20.251461,131.303163,31.803432,353.289151
236111857-0,888.0,20.081173,131.068956,17.194508,68.586399
244096000-2,889.0,20.196241,130.806156,40.535698,103.906405
256600000-0,891.0,20.034112,131.502315,4.339818,223.919432
244650976-0,897.0,19.84273,130.814305,2.572222,193.699997
244690991-0,898.0,20.142039,131.329756,40.190991,356.263875
226014010-0,900.0,19.834498,130.85144,16.027238,317.924942
244146000-0,905.0,20.161785,130.645713,6.996444,264.0
376532000-1,906.0,20.094719,131.536547,6.870623,303.5704
248655000-0,911.0,20.15635,130.554575,15.12473,122.97936
215647000-0,912.0,20.01105,131.582011,2.828378,110.912897
431073000-0,912.0,20.692332,130.549429,19.214518,196.000904
209210000-2,914.0,20.18632,131.247813,5.401667,99.0
248730000-1,916.0,20.133599,131.290593,4.989051,152.652702
440371000-0,917.0,20.028792,131.497875,0.0,187.199997
205437690-0,924.0,19.842124,130.894515,34.991179,285.09207
244740273-0,924.0,19.847096,130.844334,49.818026,182.59258
205414190-0,931.0,20.116769,131.172948,9.528749,110.502294
352335000-1,932.0,20.162881,130.694379,20.506614,265.641892
212935000-0,935.0,20.166553,131.305078,26.532506,316.792127
636015619-1,935.0,20.118882,129.937324,85.72854,172.681463
244690991-0,936.0,20.149084,131.329266,13.195263,300.680555
244096000-2,939.0,20.193989,130.815846,94.526536,99.219579
244169000-1,943.0,20.180185,130.845539,16.630803,13.829779
244090082-0,946.0,20.260806,131.301991,12.62321,293.832837
205482190-0,949.0,19.846446,130.879585,28.268279,271.356143
215481000-1,950.0,20.078238,131.066983,4.925046,77.090617
247039400-0,954.0,20.130681,129.988385,4.998697,17.412071
244650976-0,954.0,19.841132,130.813695,2.623667,193.899994
209216000-0,954.0,20.203056,130.779723,28.683106,312.085418
236111857-0,958.0,20.083204,131.074471,16.922396,73.719061
205417000-1,966.0,20.095224,131.079891,4.089828,352.090855
226013770-0,967.0,19.962253,131.056435,7.548168,184.521357
253336000-0,973.0,20.160857,131.208208,5.710333,193.5
244110352-0,975.0,20.139388,131.354375,38.167489,303.960669
244096000-2,977.0,20.191328,130.833309,37.471877,303.21322
248655000-0,980.0,20.153724,130.558885,20.317028,98.477468
431073000-0,986.0,20.686014,130.547493,38.23918,123.37659
255806192-1,986.0,20.169748,130.880157,7.408,263.700012
636015619-1,987.0,20.098443,129.940119,108.675522,12.359474
244740273-0,993.0,19.831222,130.84357,5.180964,278.343026
212935000-0,994.0,20.171827,131.2998,17.493387,346.924581
205437690-0,997.0,19.845198,130.882395,11.821063,257.788225
244169000-1,1002.0,20.184589,130.846694,20.301056,86.523678
205482190-0,1010.0,19.846634,130.871113,4.959991,301.480758
244096000-2,1010.0,20.194459,130.828213,15.506626,185.032389
244090082-0,1020.0,20.26255,131.297781,35.166693,226.603604
236111857-0,1026.0,20.084695,131.079908,10.187312,247.795568
205205790-1,1031.0,19.749106,131.059396,2.585524,282.095923
209341000-0,1037.0,19.981875,131.053487,26.568661,46.727764
205524890-0,1039.0,19.750814,130.767388,24.251122,81.102617
311295000-1,1044.0,20.114263,129.868725,6.121889,95.099998
636015619-1,1046.0,20.127395,129.946876,26.186654,23.928137
431073000-0,1047.0,20.680082,130.557117,47.508231,258.70699
564469000-0,1054.0,20.101066,131.086917,43.108237,153.264976
205414190-0,1055.0,20.114856,131.178396,22.208816,253.655718
215481000-1,1065.0,20.078823,131.0697,4.44821,230.508167
267210161-1,1069.0,20.254807,130.88867,2.417889,42.599998
566879000-0,1069.0,20.106187,131.5037,0.448422,184.092287
244090082-0,1070.0,20.256966,131.291485,20.056274,310.786366
244690991-0,1073.0,20.153348,131.32161,5.186739,287.20002
244146000-0,1074.0,20.160665,130.627683,6.945,264.0
376532000-1,1076.0,20.097704,131.531757,4.283059,160.731806
352335000-1,1078.0,20.161829,130.679679,54.935968,83.123823
247039400-0,1080.0,20.133459,129.989313,10.26531,53.012834
248730000-1,1086.0,20.130117,131.292511,20.576349,125.699751
244110352-0,1091.0,20.15082,131.336293,35.288432,120.619482
253336000-0,1091.0,20.154713,131.206138,5.813222,188.300003
244169000-1,1094.0,20.185112,130.855875,31.24484,323.716019
271002541-1,1097.0,19.901089,131.578889,1.427492,68.982935
440371000-0,1098.0,20.028785,131.497893,0.0,187.199997
431073000-0,1101.0,20.67776,130.544687,36.84312,282.800298
255806192-1,1104.0,20.172187,130.86876,5.710333,307.0
248655000-0,1107.0,20.151966,130.571452,21.031018,97.734372
215647000-0,1111.0,20.010121,131.584598,1.958095,285.862868
636015619-1,1115.0,20.135029,129.950484,43.630159,182.764547
311295000-1,1116.0,20.113962,129.874083,5.401667,94.800003
244096000-2,1118.0,20.186747,130.82749,6.816467,142.91539
205414190-0,1118.0,20.113036,131.171786,52.739035,65.922983
564469000-0,1120.0,20.089321,131.093217,11.29448,332.711497
212935000-0,1121.0,20.18183,131.297324,61.156682,280.050064
244650976-0,1123.0,19.837517,130.812593,2.623667,182.300003
226003980-0,1128.0,19.75672,131.08147,35.814229,323.528623
226014010-0,1135.0,19.847421,130.839036,58.996339,158.024118
209210000-2,1137.0,20.181965,131.262585,5.093,122.400002
244146000-0,1141.0,20.160297,130.6216,6.945,264.0
244169000-1,1144.0,20.190933,130.851322,4.171672,211.119375
205417000-1,1146.0,20.098595,131.079392,4.448609,209.811482
205482190-0,1156.0,19.848382,130.868078,14.492346,215.929151
244110352-0,1157.0,20.145336,131.346162,34.07608,291.217743
267210161-1,1157.0,20.256342,130.890703,2.469333,42.799999
431073000-0,1160.0,20.679985,130.534214,46.464848,113.717716
244096000-2,1167.0,20.185516,130.828482,16.927703,118.720962
244650976-0,1170.0,19.836095,130.812633,2.572222,178.399994
209341000-0,1173.0,19.993323,131.066428,10.971731,201.438616
212935000-0,1177.0,20.184592,131.280716,30.759172,121.097037
247039400-0,1183.0,20.136399,129.993471,12.943986,236.724194
226014010-0,1183.0,19.835282,130.844244,22.695585,18.608747
209210000-2,1184.0,20.180347,131.26658,4.990111,128.399994
205414190-0,1189.0,20.120097,131.188616,25.978566,23.076497
205461590-0,1190.0,19.962299,131.05251,12.370213,182.296794
205524890-0,1195.0,19.753518,130.785746,27.302294,196.690252
244740273-0,1203.0,19.831952,130.83828,36.800926,349.423643
636015619-1,1208.0,20.116295,129.949521,20.295501,97.467641
236111857-0,1209.0,20.081438,131.071413,59.388572,60.340472
248730000-1,1214.0,20.123012,131.30304,26.220241,110.177714
253336000-0,1220.0,20.149217,131.206465,3.858333,157.399994
376532000-1,1221.0,20.094994,131.532766,46.839187,63.534014
205507390-0,1222.0,19.862235,130.995401,6.940236,90.924184
244169000-1,1225.0,20.189596,130.850462,6.937092,1.193863
244850094-1,1225.0,19.842633,130.98544,3.305848,97.125624
248655000-0,1228.0,20.150382,130.583868,13.181607,55.377028
236111857-0,1231.0,20.084427,131.077001,9.869339,16.168019
431073000-0,1237.0,20.673332,130.550397,36.374469,250.733681
215481000-1,1239.0,20.076547,131.06676,1.785656,354.021133
205482190-0,1239.0,19.84388,130.864609,15.422461,88.009117
311295000-1,1243.0,20.113505,129.882673,4.63,94.5
205437690-0,1244.0,19.842342,130.868371,4.330939,67.426543
205205790-1,1246.0,19.749644,131.056726,14.969561,64.286006
244146000-0,1246.0,20.159538,130.609682,7.047889,264.0
256600000-0,1255.0,20.028852,131.496924,3.031913,132.489783
244090082-0,1255.0,20.268169,131.277642,14.253004,199.091232
248730000-1,1257.0,20.121215,131.30825,13.249461,66.974191
209210000-2,1257.0,20.178287,131.27007,5.093,136.5
352335000-1,1258.0,20.167295,130.728024,11.775028,128.107903
226003980-0,1258.0,19.774026,131.067875,6.617491,247.696473
244650976-0,1259.0,19.834222,130.812812,2.623667,176.899994
244110352-0,1260.0,20.151208,131.330051,24.433996,317.222611
271002541-1,1266.0,19.901489,131.579996,14.157392,184.198043
209341000-0,1267.0,19.988886,131.064574,92.662114,28.419843
244096000-2,1267.0,20.181755,130.835793,28.326061,263.941782
205524890-0,1268.0,19.744693,130.782934,8.760239,51.628884
226014010-0,1269.0,19.843832,130.847305,12.15445,276.432948
376532000-1,1270.0,20.099722,131.542879,21.022155,254.577131
209216000-0,1271.0,20.231223,130.74648,14.602279,313.18234
215647000-0,1275.0,20.010527,131.583078,2.065401,42.079847
566879000-0,1276.0,20.105759,131.503668,12.751995,83.392124
244740273-0,1279.0,19.844661,130.835757,19.38217,202.096431
205461590-0,1283.0,19.956985,131.052284,2.822219,142.710267
440371000-0,1286.0,20.028805,131.497907,0.0,187.199997
636015619-1,1287.0,20.115331,129.957347,44.709969,3.289022
564469000-0,1290.0,20.097208,131.088884,24.826208,87.84166
247039400-0,1300.0,20.132558,129.987237,44.18565,59.384815
212935000-0,1300.0,20.175559,131.296671,39.103729,310.889605
248655000-0,1302.0,20.152944,130.58782,33.290288,51.817076
255806519-0,1308.0,20.016333,131.591267,0.0,23.0
209341000-0,1309.0,20.004708,131.073686,17.162464,208.998136
244146000-0,1311.0,20.159167,130.60359,6.945,264.0
244096000-2,1312.0,20.181133,130.82955,15.50748,84.352253
244690991-0,1314.0,20.155056,131.31573,35.878177,290.10456
244090082-0,1314.0,20.264496,131.276287,21.691993,199.905278
205482190-0,1318.0,19.844075,130.870593,15.041771,51.775433
205414190-0,1322.0,20.13479,131.195284,13.468588,106.357396
244169000-1,1328.0,20.192898,130.850535,2.325933,292.029183
209210000-2,1329.0,20.175795,131.273353,5.247334,143.100006
248730000-1,1334.0,20.123059,131.312873,15.488384,100.133912
352335000-1,1336.0,20.164675,130.731582,37.201802,57.984437
205437690-0,1338.0,19.843064,130.870219,37.568074,258.500552
267210161-1,1339.0,20.259255,130.894905,2.366444,41.799999
636015619-1,1342.0,20.126679,129.958041,34.1959,182.054624
236111857-0,1342.0,20.08929,131.078502,1.913818,166.559775
311295000-1,1347.0,20.113108,129.890182,3.909778,94.599998
431073000-0,1347.0,20.667229,130.531737,97.791591,90.134652
226014010-0,1347.0,19.844323,130.842675,22.336615,247.735245
205507390-0,1348.0,19.86217,130.999699,17.802229,263.565541
271002541-1,1349.0,19.896071,131.579573,0.943337,329.685974
215481000-1,1351.0,20.077467,131.066657,1.318391,21.895758
376532000-1,1352.0,20.097603,131.5347,20.038445,99.584022
255806192-1,1354.0,20.179638,130.854992,4.372778,307.700012
247039400-0,1355.0,20.138279,129.997535,4.011207,79.805579
248655000-0,1358.0,20.158271,130.595036,15.867422,79.559911
205461590-0,1372.0,19.956062,131.053032,9.072723,182.222017
244740273-0,1373.0,19.836858,130.832389,84.267809,340.548695
205205790-1,1376.0,19.753547,131.065338,10.204517,275.556817
253336000-0,1377.0,20.147522,131.208515,0.565889,145.399994
244096000-2,1378.0,20.181599,130.834566,17.847805,109.081272
205414190-0,1381.0,20.133756,131.199038,24.510277,188.403167
205437690-0,1383.0,19.841506,130.862078,4.112847,33.234292
212935000-0,1385.0,20.185616,131.284296,43.89985,280.592965
352335000-1,1388.0,20.169415,130.73966,29.817241,137.416584
209341000-0,1391.0,19.999018,131.07033,16.562628,32.869114
566879000-0,1392.0,20.106546,131.510901,7.712332,281.206125
205482190-0,1393.0,19.847302,130.874949,56.615335,263.043406
209210000-2,1399.0,20.173195,131.276493,5.144444,147.5
248730000-1,1400.0,20.122228,131.317827,11.196815,148.105114
267210161-1,1401.0,20.260217,130.896237,2.315,39.400002
205507390-0,1402.0,19.861672,130.995004,15.367403,291.87944
636015619-1,1408.0,20.116253,129.957643,27.004594,105.258884
431073000-0,1414.0,20.667154,130.564107,81.142848,249.708276
311295000-1,1417.0,20.112955,129.893315,3.446778,94.400002
376532000-1,1421.0,20.096538,131.54141,3.035369,258.593671
244146000-0,1422.0,20.158467,130.591567,6.996444,264.0
253336000-0,1426.0,20.147278,131.208792,0.308667,138.600006
244740273-0,1429.0,19.857426,130.824666,36.035461,169.692406
255806192-1,1430.0,20.181017,130.8521,4.064111,308.200012
256600000-0,1434.0,20.027158,131.498893,2.968597,254.99159
236111857-0,1435.0,20.08849,131.078706,9.717951,309.411802
